Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (t)
Employment and Social Development Canada,FY 2016-17,fleets,1,Gasoline,4962.1705,318.0042409
Employment and Social Development Canada,FY 2016-17,fleets,1,Fuels with renewable content,8.170418,0.50101119
Employment and Social Development Canada,FY 2017-18,fleets,1,gasoline,4861.6505,321.806537
Employment and Social Development Canada,FY 2017-18,fleets,1,fuels with renewable content,1.174942,0.072385935
Environment and Climate Change Canada,FY 2005-06,facilities,1,natural gas,189183.878,9363.269974
Environment and Climate Change Canada,FY 2005-06,facilities,2,electricity,108129.9743,5851.645136
Environment and Climate Change Canada,FY 2005-06,fleets,1,gasoline,63512.04543,3931.18792
Environment and Climate Change Canada,FY 2005-06,facilities,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",19041.31741,1391.917319
Environment and Climate Change Canada,FY 2005-06,fleets,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",4571.942238,326.0864853
Environment and Climate Change Canada,FY 2005-06,fleets,1,fuels with renewable content,2646.580557,164.2430532
Environment and Climate Change Canada,FY 2005-06,fleets,1,aviation fuel,2152.01024,152.3915443
Environment and Climate Change Canada,FY 2005-06,facilities,1,liquified petroleum gas,1696.90895,103.5370571
Environment and Climate Change Canada,FY 2005-06,fleets,1,liquified petroleum gas,465.5000014,28.32984086
Environment and Climate Change Canada,FY 2005-06,fleets,1,Natural gas,0.08379,0.00478022
Environment and Climate Change Canada,FY 2010-11,facilities,1,Natural gas,203742.1137,10155.15449
Environment and Climate Change Canada,FY 2010-11,facilities,2,Electricity,140449.7124,4753.693988
Environment and Climate Change Canada,FY 2010-11,fleets,1,Gasoline,49709.492,3186.645318
Environment and Climate Change Canada,FY 2010-11,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",21414.4109,1565.5444
Environment and Climate Change Canada,FY 2010-11,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",7151.683081,509.6449396
Environment and Climate Change Canada,FY 2010-11,fleets,1,Fuels with renewable content,5340.223528,327.3248192
Environment and Climate Change Canada,FY 2010-11,facilities,1,Liquified petroleum gas,1627.88858,99.306992
Environment and Climate Change Canada,FY 2010-11,fleets,1,Liquified petroleum gas,4.651978,0.283114492
Environment and Climate Change Canada,FY 2010-11,fleets,1,Natural gas,0.005225,0.000298086
Environment and Climate Change Canada,FY 2011-12,facilities,1,Natural gas,178933.2074,8918.599751
Environment and Climate Change Canada,FY 2011-12,facilities,2,Electricity,148566.3189,4575.685948
Environment and Climate Change Canada,FY 2011-12,fleets,1,Gasoline,45587.3635,2922.423127
Environment and Climate Change Canada,FY 2011-12,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",21749.91507,1590.07212
Environment and Climate Change Canada,FY 2011-12,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",7178.696494,510.7494136
Environment and Climate Change Canada,FY 2011-12,fleets,1,Fuels with renewable content,6507.67191,399.0513641
Environment and Climate Change Canada,FY 2011-12,facilities,1,Liquified petroleum gas,743.75966,45.371984
Environment and Climate Change Canada,FY 2011-12,fleets,1,Liquified petroleum gas,31.417303,1.912024042
Environment and Climate Change Canada,FY 2012-13,facilities,1,Natural gas,184346.5128,9188.416099
Environment and Climate Change Canada,FY 2012-13,facilities,2,Electricity,110743.9236,4485.182889
Environment and Climate Change Canada,FY 2012-13,fleets,1,Gasoline,40713.435,2609.892793
Environment and Climate Change Canada,FY 2012-13,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",20009.069,1462.804
Environment and Climate Change Canada,FY 2012-13,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",6640.36974,473.7736276
Environment and Climate Change Canada,FY 2012-13,fleets,1,Fuels with renewable content,6252.431844,383.400007
Environment and Climate Change Canada,FY 2012-13,facilities,1,Liquified petroleum gas,1665.19552,101.582848
Environment and Climate Change Canada,FY 2012-13,fleets,1,Liquified petroleum gas,1.946339,0.118452146
Environment and Climate Change Canada,FY 2013-14,facilities,1,Natural gas,191639.5575,9551.924625
Environment and Climate Change Canada,FY 2013-14,facilities,2,Electricity,108994.9284,3587.711426
Environment and Climate Change Canada,FY 2013-14,fleets,1,Gasoline,39620.007,2539.784047
Environment and Climate Change Canada,FY 2013-14,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",19440.1608,1421.2128
Environment and Climate Change Canada,FY 2013-14,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",8468.878898,602.1227698
Environment and Climate Change Canada,FY 2013-14,fleets,1,Fuels with renewable content,6826.44688,418.5986904
Environment and Climate Change Canada,FY 2013-14,facilities,1,Liquified petroleum gas,2359.37289,143.930136
Environment and Climate Change Canada,FY 2013-14,fleets,1,Liquified petroleum gas,1.5186,0.0924204
Environment and Climate Change Canada,FY 2014-15,facilities,1,Natural gas,178661.0484,8905.03448
Environment and Climate Change Canada,FY 2014-15,facilities,2,Electricity,117418.7502,3417.029513
Environment and Climate Change Canada,FY 2014-15,fleets,1,Gasoline,35984.4765,2306.698172
Environment and Climate Change Canada,FY 2014-15,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",20932.3671,1530.3036
Environment and Climate Change Canada,FY 2014-15,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",9277.550551,659.7654034
Environment and Climate Change Canada,FY 2014-15,fleets,1,Fuels with renewable content,6982.301074,428.1556917
Environment and Climate Change Canada,FY 2014-15,facilities,1,Liquified petroleum gas,1238.930164,75.57914552
Environment and Climate Change Canada,FY 2014-15,fleets,1,Liquified petroleum gas,3.206777,0.195161078
Environment and Climate Change Canada,FY 2015-16,facilities,1,Natural gas,149899.1218,7471.448649
Environment and Climate Change Canada,FY 2015-16,facilities,2,Electricity,121515.0487,3195.602327
Environment and Climate Change Canada,FY 2015-16,fleets,1,Gasoline,31295.3676,2005.943648
Environment and Climate Change Canada,FY 2015-16,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",25597.9965,1871.394
Environment and Climate Change Canada,FY 2015-16,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",9312.91237,662.8145561
Environment and Climate Change Canada,FY 2015-16,fleets,1,Fuels with renewable content,5535.73754,339.4522107
Environment and Climate Change Canada,FY 2015-16,facilities,1,Liquified petroleum gas,1205.912667,73.5649608
Environment and Climate Change Canada,FY 2015-16,fleets,1,Liquified petroleum gas,1.84763,0.11244482
Environment and Climate Change Canada,FY 2015-16,fleets,1,Natural gas,0.001824,0.000104059
Environment and Climate Change Canada,FY 2016-17,facilities,1,Natural gas,154045.8175,7678.133142
Environment and Climate Change Canada,FY 2016-17,facilities,2,Electricity,130634.8992,3249.682926
Environment and Climate Change Canada,FY 2016-17,fleets,1,Gasoline,40300.88825,2583.057294
Environment and Climate Change Canada,FY 2016-17,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",25419.31934,1858.33144
Environment and Climate Change Canada,FY 2016-17,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",10179.5777,724.9447436
Environment and Climate Change Canada,FY 2016-17,facilities,1,Liquified petroleum gas,1546.514246,94.34286827
Environment and Climate Change Canada,FY 2016-17,fleets,1,Fuels with renewable content,907.309174,55.63632717
Environment and Climate Change Canada,FY 2016-17,fleets,1,Liquified petroleum gas,2.58162,0.15711468
Environment and Climate Change Canada,FY 2017-18,facilities,1,natural gas,153459.7071,7581.566076
Environment and Climate Change Canada,FY 2017-18,facilities,2,electricity,127056.5664,3153.207356
Environment and Climate Change Canada,FY 2017-18,fleets,1,gasoline,36257.3008,2408.788266
Environment and Climate Change Canada,FY 2017-18,facilities,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",27341.221,1998.638972
Environment and Climate Change Canada,FY 2017-18,fleets,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",10173.81284,727.1783973
Environment and Climate Change Canada,FY 2017-18,facilities,1,liquified petroleum gas,1597.99747,97.501964
Environment and Climate Change Canada,FY 2017-18,fleets,1,fuels with renewable content,725.067364,49.0955641
Fisheries and Oceans Canada,FY 2005-06,facilities,2,electricity,309547.034,21409.38001
Fisheries and Oceans Canada,FY 2005-06,fleets,1,gasoline,131094.7909,7938.156218
Fisheries and Oceans Canada,FY 2005-06,facilities,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",109931.4612,7863.309225
Fisheries and Oceans Canada,FY 2005-06,facilities,1,natural gas,71471.55015,3584.497053
Fisheries and Oceans Canada,FY 2005-06,fleets,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",23271.9226,1664.005659
Fisheries and Oceans Canada,FY 2005-06,facilities,2,district energy,19917.5,1175.1325
Fisheries and Oceans Canada,FY 2005-06,facilities,1,liquified petroleum gas,12938.472,789.4420704
Fisheries and Oceans Canada,FY 2005-06,fleets,1,liquified petroleum gas,279.1693,16.9899502
Fisheries and Oceans Canada,FY 2010-11,facilities,2,Electricity,295790.3964,17620.04366
Fisheries and Oceans Canada,FY 2010-11,fleets,1,Gasoline,107248.19,6873.076862
Fisheries and Oceans Canada,FY 2010-11,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",79367.845,5687.321867
Fisheries and Oceans Canada,FY 2010-11,facilities,1,Natural gas,106470.3018,5306.818231
Fisheries and Oceans Canada,FY 2010-11,facilities,2,District energy,28618,1688.462
Fisheries and Oceans Canada,FY 2010-11,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",22648.5518,1619.432954
Fisheries and Oceans Canada,FY 2010-11,facilities,1,Liquified petroleum gas,9789.821946,597.2139504
Fisheries and Oceans Canada,FY 2010-11,fleets,1,Fuels with renewable content,3951.24253,240.7173745
Fisheries and Oceans Canada,FY 2010-11,fleets,1,Liquified petroleum gas,29.46084,1.79295576
Fisheries and Oceans Canada,FY 2011-12,facilities,2,Electricity,298911.4056,18333.38671
Fisheries and Oceans Canada,FY 2011-12,fleets,1,Gasoline,96122.775,6160.096695
Fisheries and Oceans Canada,FY 2011-12,facilities,1,Natural gas,102037.4305,5085.869836
Fisheries and Oceans Canada,FY 2011-12,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",65968.1732,4706.099296
Fisheries and Oceans Canada,FY 2011-12,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",23897.285,1708.720768
Fisheries and Oceans Canada,FY 2011-12,facilities,2,District energy,22993,1356.587
Fisheries and Oceans Canada,FY 2011-12,facilities,1,Liquified petroleum gas,11296.18203,689.107272
Fisheries and Oceans Canada,FY 2011-12,fleets,1,Fuels with renewable content,6215.88769,378.8284046
Fisheries and Oceans Canada,FY 2011-12,fleets,1,Liquified petroleum gas,49.68353,3.02368742
Fisheries and Oceans Canada,FY 2011-12,fleets,1,Natural gas,0.027854,0.001589071
Fisheries and Oceans Canada,FY 2012-13,facilities,2,Electricity,284788.944,16511.89591
Fisheries and Oceans Canada,FY 2012-13,fleets,1,Gasoline,90333.25,5789.07085
Fisheries and Oceans Canada,FY 2012-13,facilities,1,Natural gas,106288.7669,5297.769955
Fisheries and Oceans Canada,FY 2012-13,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",60992.1279,4348.524204
Fisheries and Oceans Canada,FY 2012-13,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",24082.3889,1721.9562
Fisheries and Oceans Canada,FY 2012-13,facilities,2,District energy,27475,1621.025
Fisheries and Oceans Canada,FY 2012-13,facilities,1,Liquified petroleum gas,10991.43951,670.5168944
Fisheries and Oceans Canada,FY 2012-13,fleets,1,Fuels with renewable content,5738.8483,349.0260346
Fisheries and Oceans Canada,FY 2012-13,fleets,1,Liquified petroleum gas,108.25087,6.58803418
Fisheries and Oceans Canada,FY 2012-13,fleets,1,Natural gas,0.006498,0.000370711
Fisheries and Oceans Canada,FY 2013-14,facilities,2,Electricity,275618.0088,14861.04976
Fisheries and Oceans Canada,FY 2013-14,facilities,1,Natural gas,111275.5248,5546.325818
Fisheries and Oceans Canada,FY 2013-14,fleets,1,Gasoline,81381.58,5215.396684
Fisheries and Oceans Canada,FY 2013-14,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",55329.1859,3946.469491
Fisheries and Oceans Canada,FY 2013-14,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",22881.2626,1636.072408
Fisheries and Oceans Canada,FY 2013-14,facilities,2,District energy,23184,1367.856
Fisheries and Oceans Canada,FY 2013-14,facilities,1,Liquified petroleum gas,10461.35193,638.1796672
Fisheries and Oceans Canada,FY 2013-14,fleets,1,Fuels with renewable content,4887.98792,297.2672599
Fisheries and Oceans Canada,FY 2013-14,fleets,1,Liquified petroleum gas,51.96143,3.16231802
Fisheries and Oceans Canada,FY 2014-15,facilities,2,Electricity,273303.3852,14980.58702
Fisheries and Oceans Canada,FY 2014-15,facilities,1,Natural gas,105928.7092,5279.823533
Fisheries and Oceans Canada,FY 2014-15,fleets,1,Gasoline,75408.865,4832.630977
Fisheries and Oceans Canada,FY 2014-15,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",53163.301,3792.272795
Fisheries and Oceans Canada,FY 2014-15,facilities,2,District energy,28523.82875,1682.905896
Fisheries and Oceans Canada,FY 2014-15,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",22051.3399,1576.730681
Fisheries and Oceans Canada,FY 2014-15,facilities,1,Liquified petroleum gas,10866.31699,662.883976
Fisheries and Oceans Canada,FY 2014-15,fleets,1,Fuels with renewable content,4764.73867,289.1640485
Fisheries and Oceans Canada,FY 2014-15,fleets,1,Liquified petroleum gas,56.49192,3.43803888
Fisheries and Oceans Canada,FY 2015-16,facilities,2,Electricity,254074.0752,12298.02933
Fisheries and Oceans Canada,FY 2015-16,fleets,1,Gasoline,73813.81,4730.410738
Fisheries and Oceans Canada,FY 2015-16,facilities,1,Natural gas,90102.85729,4491.012777
Fisheries and Oceans Canada,FY 2015-16,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",46127.81415,3293.503011
Fisheries and Oceans Canada,FY 2015-16,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",22101.1682,1580.29354
Fisheries and Oceans Canada,FY 2015-16,facilities,2,District energy,21153.46625,1248.054509
Fisheries and Oceans Canada,FY 2015-16,facilities,1,Liquified petroleum gas,10434.09812,636.517088
Fisheries and Oceans Canada,FY 2015-16,fleets,1,Fuels with renewable content,4484.00845,271.9758799
Fisheries and Oceans Canada,FY 2015-16,fleets,1,Liquified petroleum gas,32.29556,1.96547384
Fisheries and Oceans Canada,FY 2016-17,facilities,2,Electricity,251268.264,11719.91938
Fisheries and Oceans Canada,FY 2016-17,facilities,1,Natural gas,99249.55689,4946.913356
Fisheries and Oceans Canada,FY 2016-17,fleets,1,Gasoline,72382.345,4638.674281
Fisheries and Oceans Canada,FY 2016-17,facilities,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",36697.1054,2618.382166
Fisheries and Oceans Canada,FY 2016-17,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",22743.4592,1626.21909
Fisheries and Oceans Canada,FY 2016-17,facilities,2,District energy,20806.4175,1227.578633
Fisheries and Oceans Canada,FY 2016-17,facilities,1,Liquified petroleum gas,11929.18513,727.722712
Fisheries and Oceans Canada,FY 2016-17,fleets,1,Fuels with renewable content,949.32081,55.3313918
Fisheries and Oceans Canada,FY 2016-17,fleets,1,Liquified petroleum gas,17.74231,1.07977834
Fisheries and Oceans Canada,FY 2017-18,facilities,2,electricity,241133.6535,12086.29434
Fisheries and Oceans Canada,FY 2017-18,fleets,1,gasoline,78890.455,5221.984618
Fisheries and Oceans Canada,FY 2017-18,facilities,1,natural gas,89885.69292,4496.740259
Fisheries and Oceans Canada,FY 2017-18,facilities,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",38284.1955,2732.389935
Fisheries and Oceans Canada,FY 2017-18,fleets,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",22746.2934,1626.421743
Fisheries and Oceans Canada,FY 2017-18,facilities,2,district energy,22434.47,1323.63373
Fisheries and Oceans Canada,FY 2017-18,facilities,1,liquified petroleum gas,12971.95713,791.4851687
Fisheries and Oceans Canada,FY 2017-18,fleets,1,fuels with renewable content,923.517,54.84225737
Fisheries and Oceans Canada,FY 2017-18,fleets,1,liquified petroleum gas,29.53677,1.79757678
Fisheries and Oceans Canada,FY 2017-18,fleets,1,Natural gas,0.034276,0.001955446
Health Canada,FY 2005-06,facilities,2,district energy,209559,13177.57356
Health Canada,FY 2005-06,facilities,2,electricity,109508.5248,6059.72288
Health Canada,FY 2005-06,fleets,1,gasoline,49650.38169,3006.469466
Health Canada,FY 2005-06,facilities,1,natural gas,36154.47568,1793.186444
Health Canada,FY 2005-06,facilities,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",138.1098,10.09580474
Health Canada,FY 2010-11,fleets,1,Gasoline,32232.0075,2065.611224
Health Canada,FY 2010-11,fleets,1,Fuels with renewable content,3805.391824,222.0361999
Health Canada,FY 2010-11,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",107.76854,7.705743245
Health Canada,FY 2010-11,fleets,1,Natural gas,0.0047576,0.000271421
Health Canada,FY 2011-12,fleets,1,Gasoline,30381.785,1947.038393
Health Canada,FY 2011-12,fleets,1,Fuels with renewable content,6041.74481,357.9497051
Health Canada,FY 2011-12,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",89.4305,6.39452359
Health Canada,FY 2012-13,fleets,1,Gasoline,30265.9595,1939.615633
Health Canada,FY 2012-13,fleets,1,Fuels with renewable content,6432.953561,389.0302611
Health Canada,FY 2012-13,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",181.34284,12.96650548
Health Canada,FY 2012-13,fleets,1,Liquified petroleum gas,0.615033,0.037430262
Health Canada,FY 2012-13,fleets,1,Natural gas,0.0016416,9.36533E-05
Health Canada,FY 2013-14,fleets,1,Gasoline,27805.82,1781.955836
Health Canada,FY 2013-14,fleets,1,Fuels with renewable content,5540.44408,339.7408164
Health Canada,FY 2013-14,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",134.4713,9.615063094
Health Canada,FY 2014-15,fleets,1,Gasoline,23630.6,1514.38388
Health Canada,FY 2014-15,fleets,1,Fuels with renewable content,5173.808,317.25864
Health Canada,FY 2014-15,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",230.3745,16.47240231
Health Canada,FY 2015-16,fleets,1,Gasoline,24168.8776,1548.879784
Health Canada,FY 2015-16,fleets,1,Fuels with renewable content,5181.355394,317.7214473
Health Canada,FY 2015-16,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",343.577044,24.5666916
Health Canada,FY 2016-17,fleets,1,Gasoline,31220.47355,2000.786348
Health Canada,FY 2016-17,fleets,1,Fuels with renewable content,987.824868,60.57356094
Health Canada,FY 2016-17,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",315.402798,22.5521565
Health Canada,FY 2017-18,facilities,2,district energy,171576,11173.88936
Health Canada,FY 2017-18,facilities,1,natural gas,139863.9294,6938.925437
Health Canada,FY 2017-18,fleets,1,gasoline,31727.395,2100.126925
Health Canada,FY 2017-18,facilities,2,electricity,79952.51244,650.2462599
Health Canada,FY 2017-18,fleets,1,fuels with renewable content,291.90706,17.98383705
Health Canada,FY 2017-18,fleets,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",248.95,17.800601
Health Canada,FY 2017-18,facilities,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",138.1098,10.09580474
"Immigration, Refugees and Citizenship Canada",FY 2005-06,fleets,1,gasoline,1522.007625,94
"Immigration, Refugees and Citizenship Canada",FY 2010-11,fleets,1,Gasoline,1072.96224,68.76155155
"Immigration, Refugees and Citizenship Canada",FY 2010-11,fleets,1,Fuels with renewable content,230.1835644,14.1148888
"Immigration, Refugees and Citizenship Canada",FY 2011-12,fleets,1,Gasoline,684.613755,43.8739615
"Immigration, Refugees and Citizenship Canada",FY 2011-12,fleets,1,Fuels with renewable content,285.3754321,17.49926195
"Immigration, Refugees and Citizenship Canada",FY 2012-13,fleets,1,Gasoline,829.722985,53.17339015
"Immigration, Refugees and Citizenship Canada",FY 2012-13,fleets,1,Fuels with renewable content,268.9035579,16.48920429
"Immigration, Refugees and Citizenship Canada",FY 2013-14,fleets,1,Gasoline,640.19011,41.02704048
"Immigration, Refugees and Citizenship Canada",FY 2014-15,fleets,1,Gasoline,743.465555,47.64552114
"Immigration, Refugees and Citizenship Canada",FY 2015-16,fleets,1,Gasoline,846.419,54.2433662
"Immigration, Refugees and Citizenship Canada",FY 2016-17,fleets,1,Gasoline,797.27305,51.09381289
"Immigration, Refugees and Citizenship Canada",FY 2017-18,fleets,1,gasoline,767.0145,50.77088123
Indigenous and Northern Affairs Canada,FY 2005-06,facilities,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",15723.65468,1119.274175
Indigenous and Northern Affairs Canada,FY 2005-06,facilities,2,electricity,4150.08676,1023.688886
Indigenous and Northern Affairs Canada,FY 2005-06,fleets,1,gasoline,8479.713014,527.0941737
Indigenous and Northern Affairs Canada,FY 2005-06,fleets,1,"fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",136.19863,9.738571879
Indigenous and Northern Affairs Canada,FY 2005-06,fleets,1,fuels with renewable content,55.517363,3.372053196
Indigenous and Northern Affairs Canada,FY 2010-11,fleets,1,Gasoline,7457.6075,477.9261035
Indigenous and Northern Affairs Canada,FY 2010-11,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",926.15145,66.22234355
Indigenous and Northern Affairs Canada,FY 2010-11,fleets,1,Fuels with renewable content,598.050209,9.368923095
Indigenous and Northern Affairs Canada,FY 2011-12,fleets,1,Gasoline,7246.5645,464.4012621
Indigenous and Northern Affairs Canada,FY 2011-12,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",695.22543,49.71050606
Indigenous and Northern Affairs Canada,FY 2011-12,fleets,1,Fuels with renewable content,625.761909,8.555705595
Indigenous and Northern Affairs Canada,FY 2012-13,fleets,1,Gasoline,6861.09935,439.6984526
Indigenous and Northern Affairs Canada,FY 2012-13,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",567.81665,40.60043233
Indigenous and Northern Affairs Canada,FY 2012-13,fleets,1,Fuels with renewable content,532.426222,7.27957701
Indigenous and Northern Affairs Canada,FY 2013-14,fleets,1,Gasoline,6326.0869,405.4117976
Indigenous and Northern Affairs Canada,FY 2013-14,fleets,1,"Fuel oil (1, 2, 4, 5, 6, diesel, kerosene)",612.77319,43.81494701
Indigenous and Northern Affairs Canada,FY 2013-14,fleets,1,Fuels with renewable content,402.282202,5.50018791
Indigenous and Northern Affairs Canada,FY 2013-14,fleets,1,Liquified petroleum gas,4.221708,0.256928712
Indigenous and Northern Affairs Canada,FY 2014-15,fleets,1,Gasoline,5146.07275,329.789748
